1274838;{'Publicado em 6 de junho de 2025'};{'ATOS ADMINISTRATIVOS'};{'RAFAEL CRAMER BALLE', 'EDUARDO DEBACCO LOUREIRO'}
1272656;{'Publicado em 3 de junho de 2025'};{'AFASTAMENTO'};{'GABRIEL VIEIRA DE SOUZA'}
1271168;{'Publicado em 30 de maio de 2025'};{'LICITAÇÕES'};set()
1268544;{'Publicado em 26 de maio de 2025'};{'PORTARIA'};{'SIMONE STÜLP', 'ODIR ANTÔNIO DELLAGOSTIN'}
1266597;{'Publicado em 23 de maio de 2025'};{'CONTRATO'};{'EDUARDO DEBACCO LOUREIRO'}
1267241;{'Publicado em 22 de maio de 2025'};{'PORTARIA'};{'ANGELA FERREIRA DE OLIVEIRA', 'PEDRO MACIEL CAPELUPPI'}
1266475;{'Publicado em 21 de maio de 2025'};{'ATOS ADMINISTRATIVOS'};{'LUIZ CARLOS CAIO TOMAZELI'}
1265394;{'Publicado em 20 de maio de 2025'};{'LICITAÇÕES'};set()
1263068;{'Publicado em 16 de maio de 2025'};{'RESOLUÇÃO'};{'PERICLES STEHMANN NUNES', 'ARITA GILDA HÜBNER BERGMANN'}
1262188;{'Publicado em 15 de maio de 2025'};{'INSTRUÇÃO NORMATIVA'};{'MARCELO CARVALHO SOARES – CEL QOEM BM', 'JULIMAR FORTES PINHEIRO - CORONEL QOEM'}
1261318;{'Publicado em 13 de maio de 2025'};{'ATOS ADMINISTRATIVOS'};{'RENATO DAS CHAGAS E SILVA'}
1261309;{'Publicado em 13 de maio de 2025'};{'ATOS ADMINISTRATIVOS'};{'RENATO DAS CHAGAS E SILVA'}
1261301;{'Publicado em 13 de maio de 2025'};{'ATOS ADMINISTRATIVOS'};{'RENATO DAS CHAGAS E SILVA'}
1262091;{'Publicado em 13 de maio de 2025'};{'RESOLUÇÕES'};{'DANIELLE CALAZANS'}
1260647;{'Publicado em 12 de maio de 2025'};{'RESOLUÇÃO'};{'EDUARDO LEITE'}
1259085;{'Publicado em 8 de maio de 2025'};{'ATOS ADMINISTRATIVOS'};{'RENATO DAS CHAGAS E SILVA'}
1258261;{'Publicado em 7 de maio de 2025'};{'AFASTAMENTO'};{'GABRIEL VIEIRA DE SOUZA'}
1258445;{'Publicado em 6 de maio de 2025'};{'SÚMULA'};{'LUIZ CARLOS CAIO TOMAZELI'}
1257986;{'Publicado em 6 de maio de 2025'};{'RESOLUÇÃO'};{'PEDRO MACIEL CAPELUPPI'}
